attendance,endurance,strength,flexibility,participation,skill_speed,physical_progress,score
60,91,50,33,65,51,49,54.81
90,91,53,87,81,77,51,70.73
82,47,60,50,77,77,66,65.25
90,50,82,56,86,38,47,61.19
72,64,91,53,65,93,67,75.35
61,46,78,35,94,33,48,54.35
51,83,81,63,83,67,71,69.5
92,53,70,67,95,52,83,69.51
70,44,74,72,84,62,66,71.58
63,43,76,47,94,78,82,71.51
83,76,72,50,56,43,63,65.21
64,60,94,44,78,33,71,63.18
70,87,87,59,93,94,79,81.04
72,69,91,70,73,77,81,77.6
70,91,68,87,89,92,69,74.13
99,83,62,85,92,45,59,72.38
63,89,50,35,67,76,42,61.21
70,40,78,66,70,55,88,67.81
61,55,91,44,96,52,82,73.55
91,56,87,47,60,65,72,68.71
95,59,57,39,55,33,47,53.58
96,82,57,32,71,51,84,76.02
54,66,84,56,86,42,81,65.03
51,32,79,53,89,86,86,67.94
71,38,42,33,90,65,42,46.12
55,55,43,40,87,32,54,54.55
93,64,60,59,96,66,94,74.47
51,40,43,79,95,79,52,65.36
78,59,43,30,80,59,42,55.87
85,50,73,37,81,76,80,70.08
56,33,54,40,68,43,44,52.26
65,46,39,64,99,83,74,69.34
82,89,91,44,62,71,71,73.96
82,60,48,77,62,30,42,52.81
63,35,59,38,86,88,44,61.16
92,68,52,73,78,32,43,61.5
61,71,92,69,75,57,90,74.49
92,79,66,41,91,44,75,69.31
55,56,87,43,70,66,83,66.2
61,31,79,85,73,76,64,72.36
80,94,80,35,75,84,59,71.64
61,43,81,42,94,94,60,69.4
59,44,57,48,99,73,50,62.71
89,80,72,36,90,78,82,73.75
76,51,49,45,83,63,53,65.71
56,87,72,89,82,44,54,66.16
95,91,46,58,98,83,66,75.27
85,79,94,65,75,67,70,76.32
82,70,51,78,79,41,44,65.57
76,61,68,31,90,61,44,58.12
57,62,57,62,95,88,90,77.67
54,94,70,61,69,82,92,78.84
57,70,93,78,61,94,64,74.42
89,88,90,30,63,50,49,67.31
70,87,52,86,83,56,78,72.63
73,33,66,87,99,75,86,78.85
56,32,74,31,63,42,82,55.78
68,65,80,75,82,59,94,72.15
80,52,75,69,91,66,71,67.84
85,40,92,67,85,51,79,70.48
76,64,60,59,66,88,68,66.21
78,58,83,89,95,80,59,76.08
72,90,82,56,81,55,91,77.22
69,91,50,47,69,51,92,71.03
55,36,46,69,65,36,55,52.42
61,48,66,33,70,59,61,57.2
99,91,93,45,91,79,67,84.94
61,52,56,84,57,65,56,61.43
99,82,86,69,78,74,56,79.33
52,40,56,61,55,36,48,46.0
91,64,58,51,99,36,65,69.78
88,42,63,60,61,84,69,66.03
84,90,74,73,95,66,94,86.07
68,68,90,44,87,78,61,73.44
94,72,77,72,88,66,40,69.23
53,71,69,53,59,79,92,69.25
80,45,54,38,93,61,41,59.33
91,40,78,32,74,32,57,60.67
87,92,47,32,82,55,40,63.05
82,60,39,63,90,77,45,70.23
55,53,72,31,64,80,56,63.86
57,84,52,69,82,74,93,69.2
77,30,91,60,85,58,44,62.04
64,67,46,56,94,82,86,73.85
80,85,82,70,75,50,50,71.78
57,75,64,46,78,82,52,67.57
55,35,35,39,59,81,57,51.65
78,61,78,67,58,74,84,71.47
95,41,65,54,85,40,90,66.96
83,63,90,40,79,71,46,70.98
56,73,49,88,85,42,45,64.82
89,50,53,66,66,57,40,66.0
59,35,80,58,78,46,87,63.39
62,41,39,40,88,80,85,67.53
71,33,50,64,81,33,63,60.8
70,36,77,79,77,56,74,71.12
50,36,78,60,76,66,91,66.64
90,76,40,57,76,44,54,65.55
91,51,44,42,63,83,91,68.9
51,56,50,62,84,77,41,63.1
78,67,89,43,95,53,63,71.85
60,43,87,60,71,72,61,68.16
86,69,39,56,78,59,49,59.6
99,79,88,60,56,80,69,83.16
56,61,78,65,55,81,77,64.57
84,34,35,41,75,56,93,62.65
79,69,39,74,85,90,44,66.34
65,67,46,60,98,88,78,70.49
64,91,82,31,56,40,77,65.88
89,31,72,32,68,40,67,57.85
69,69,71,72,73,76,64,73.85
77,79,54,60,57,65,86,73.41
86,51,85,85,56,65,88,74.11
52,36,42,57,56,40,41,48.43
78,64,42,63,65,48,56,59.56
86,53,41,61,80,53,75,67.63
58,65,64,89,88,80,69,66.63
76,82,78,45,71,43,62,70.18
81,55,85,75,98,54,74,73.76
97,85,53,69,66,47,51,69.01
95,72,59,46,55,48,65,64.58
99,70,49,78,94,49,52,74.0
88,67,85,48,82,93,49,80.31
80,36,94,69,61,34,55,59.97
96,69,83,66,61,51,61,70.58
75,53,89,57,96,88,51,72.21
89,51,35,61,91,55,61,65.52
52,75,59,32,68,76,92,64.28
60,52,89,62,93,79,92,74.99
78,36,69,85,86,48,77,73.81
76,63,62,49,97,94,76,74.02
99,40,55,64,68,66,86,75.53
96,72,57,82,83,31,67,69.47
59,40,63,64,80,46,48,54.16
84,72,67,54,89,31,59,67.23
96,54,60,55,60,33,50,63.43
72,60,89,84,66,34,49,64.64
55,55,80,75,87,70,52,65.03
60,74,88,67,60,43,92,73.21
92,87,47,56,78,62,60,73.06
76,93,38,47,58,59,68,67.66
80,49,67,55,75,87,63,65.61
79,91,44,85,68,58,43,65.74
52,90,73,43,75,30,41,66.46
62,83,54,36,77,71,53,63.08
89,64,72,80,97,53,89,76.93
70,63,84,46,93,30,80,61.99
92,30,65,39,92,93,89,72.35
60,38,47,39,73,86,50,61.44
94,50,68,40,73,40,86,63.91
52,51,45,45,65,57,44,51.36
87,60,61,78,68,38,80,65.97
80,66,41,35,99,61,75,67.23
73,77,83,65,66,40,78,71.3
91,31,49,67,99,38,77,63.04
61,45,89,57,83,90,92,78.97
95,79,45,66,55,87,93,72.74
92,52,36,72,78,61,45,61.98
76,35,45,87,66,94,74,66.24
70,90,80,54,83,73,74,80.95
74,65,75,63,86,75,45,66.66
79,51,79,73,65,66,60,66.11
79,91,89,54,80,48,41,73.83
59,40,75,30,91,71,76,64.96
52,74,59,84,89,59,87,66.09
62,85,90,77,66,87,93,72.61
76,74,49,83,82,40,57,69.79
67,73,36,80,88,66,85,73.5
94,30,56,76,71,90,87,69.76
73,57,44,64,74,40,64,57.51
95,33,70,66,83,72,65,68.74
63,33,40,75,80,50,62,54.91
88,87,66,40,66,36,67,63.09
93,71,93,63,98,83,62,80.45
53,94,47,59,66,77,61,68.41
65,69,66,30,83,31,62,62.66
59,36,70,84,78,47,87,67.15
97,31,36,87,94,30,59,54.93
86,63,47,58,62,67,82,69.58
76,80,76,86,82,48,87,77.92
97,41,41,58,85,85,58,64.0
50,85,93,38,62,57,43,58.13
54,45,91,80,91,90,45,76.39
62,37,66,48,60,93,88,69.9
94,71,71,51,98,52,66,70.32
52,35,70,45,78,93,64,63.26
66,78,63,89,67,80,44,67.55
68,40,73,51,93,69,50,62.98
86,91,87,89,62,63,54,74.4
54,59,76,81,57,83,70,65.67
96,39,45,65,62,53,92,64.64
91,47,46,72,82,56,87,71.11
93,91,90,74,92,60,89,92.44
73,38,84,31,81,78,88,67.27
92,35,86,49,81,46,76,67.32
82,31,70,34,74,55,47,57.07
70,55,61,57,82,53,75,57.42
52,38,61,49,80,52,43,53.27
53,34,64,56,66,48,84,58.14
81,46,89,45,98,32,77,67.55
73,91,35,68,68,42,80,59.86
84,76,60,67,56,34,52,64.37
67,68,69,50,97,37,76,66.3
52,88,94,65,92,35,65,67.93
88,35,42,60,73,30,42,52.63
75,67,62,64,80,42,82,63.6
73,85,38,70,65,33,53,55.76
50,43,65,57,73,40,53,60.76
99,83,92,70,76,65,42,77.47
83,61,91,71,86,73,65,75.58
61,60,46,40,75,85,70,62.28
66,46,51,62,87,83,52,67.51
70,33,71,74,86,67,67,64.17
70,35,83,80,72,62,79,67.74
52,93,52,36,81,38,54,60.57
93,59,68,87,59,67,65,71.29
77,38,56,33,66,57,80,52.74
74,53,88,86,65,71,87,79.9
93,49,82,42,74,35,75,62.55
55,42,46,62,88,51,88,64.55
91,84,75,82,93,62,83,79.72
79,48,69,50,64,84,47,60.41
81,76,47,69,62,54,60,69.5
71,69,60,38,73,72,42,65.86
87,87,68,83,78,62,66,76.67
63,60,47,80,93,69,52,62.92
83,74,82,80,55,66,88,73.65
92,83,37,84,72,30,78,65.36
96,56,93,68,86,37,48,67.57
75,81,70,54,91,87,72,74.42
89,84,72,89,61,36,65,69.6
62,56,82,63,82,62,41,68.41
79,74,93,75,97,59,47,72.82
68,72,90,40,79,85,80,72.88
91,71,69,52,95,36,44,69.5
90,35,76,58,73,42,57,61.81
99,77,91,65,57,71,80,81.42
88,87,39,54,66,41,93,72.99
52,56,90,81,55,47,87,65.62
80,61,71,54,68,76,45,65.23
61,67,90,77,92,49,82,76.47
64,82,84,42,56,60,43,59.25
94,56,57,35,78,61,87,75.38
87,69,78,36,96,90,65,73.19
89,64,68,49,69,33,65,58.93
63,91,41,35,79,63,61,66.2
84,30,62,36,98,36,90,63.43
65,56,65,32,88,46,45,57.71
99,51,75,62,69,83,84,73.13
73,77,44,46,67,82,52,60.57
66,53,71,64,79,75,68,67.92
67,52,81,68,56,85,50,62.57
91,82,69,71,88,81,93,85.3
66,64,59,34,87,74,70,61.1
65,56,84,80,89,85,65,73.49
70,36,40,64,66,40,89,60.0
73,53,72,86,87,49,59,61.99
83,52,71,89,89,74,77,71.96
85,36,79,82,66,74,40,62.73
92,85,65,86,66,37,83,76.4
76,51,58,87,98,71,80,70.73
88,49,88,88,56,59,57,68.34
66,35,63,37,92,91,93,66.34
74,60,69,78,83,33,78,67.17
87,91,71,67,76,39,68,71.33
91,71,69,67,70,71,57,67.68
70,42,36,50,99,55,85,63.52
53,56,49,65,64,50,48,55.13
74,76,78,64,91,82,81,78.08
79,86,35,49,71,84,88,75.78
82,33,59,43,90,71,86,64.67
88,51,44,74,69,57,85,67.95
75,83,90,67,98,63,69,74.73
74,30,68,88,94,60,67,68.3
65,80,74,81,85,65,65,72.33
98,92,39,75,77,53,57,72.43
73,59,52,43,85,64,73,68.65
54,63,66,48,99,75,60,73.37
91,58,59,35,91,62,40,59.63
88,86,36,87,76,94,53,71.28
62,62,65,80,61,51,71,58.53
79,94,66,75,64,73,47,72.88
56,63,55,59,94,42,58,65.18
96,79,52,32,56,55,55,56.8
66,86,79,32,84,41,47,59.05
76,78,43,80,81,60,85,75.59
84,77,57,83,88,69,70,80.03
54,85,72,63,66,79,56,69.63
91,41,57,87,89,56,88,70.01
54,85,89,72,94,80,65,71.82
73,38,50,32,97,59,76,56.98
56,58,90,58,65,58,50,58.62
56,66,49,50,64,74,92,61.25
63,50,58,50,73,73,59,60.75
64,30,86,32,78,30,76,51.74
54,94,81,66,66,91,89,80.67
86,56,75,46,93,54,41,63.76
53,53,72,51,93,42,66,63.08
79,78,50,39,75,61,54,65.96
69,63,77,73,76,88,83,74.71
75,86,55,80,99,77,64,81.71
58,79,60,37,70,64,68,61.55
79,75,92,71,73,67,52,73.29
93,39,79,79,85,52,84,76.89
97,36,69,41,97,36,73,64.92
71,43,79,41,67,33,94,63.5
89,44,60,43,89,61,42,57.53
90,80,82,46,66,84,58,75.13
93,84,70,86,92,93,59,75.9
79,61,37,46,57,42,60,54.77
69,88,60,59,60,68,53,66.48
77,68,82,73,77,30,84,63.49
56,76,41,42,81,73,68,65.44
53,62,57,35,76,46,89,61.57
77,62,75,48,55,70,54,59.51
84,67,89,55,66,81,93,74.76
82,50,53,86,87,36,76,66.93
56,72,47,42,59,46,55,58.55
58,40,57,82,67,31,83,60.33
83,89,35,59,60,56,69,66.51
88,75,40,89,78,80,70,71.52
91,85,42,67,99,79,70,75.03
83,70,72,79,85,36,83,70.63
62,72,62,52,64,58,42,62.23
78,81,62,34,88,78,41,69.24
84,77,50,77,98,63,54,67.17
94,41,87,40,93,63,68,70.78
59,36,66,52,96,46,41,54.75
79,73,57,46,79,48,55,58.73
93,35,40,70,99,80,56,60.1
75,48,41,49,92,59,81,65.68
84,45,41,59,88,56,55,61.06
77,40,43,42,61,94,74,65.51
78,88,60,48,73,64,52,64.76
55,64,81,60,81,57,50,61.71
52,89,53,36,98,42,86,67.1
78,64,61,74,61,79,90,71.22
51,46,75,33,97,45,92,66.3
71,68,47,37,59,87,76,66.52
95,33,55,41,79,32,56,59.45
96,77,76,45,63,40,75,64.83
99,77,62,86,61,50,63,76.55
76,91,38,89,76,41,92,66.72
71,52,42,38,62,82,77,62.7
59,89,67,79,70,44,40,62.58
98,57,49,38,59,50,90,65.67
98,71,91,89,60,45,58,71.01
68,67,86,51,84,86,75,72.73
73,87,41,57,62,39,86,67.55
76,92,40,81,81,89,82,83.85
85,88,84,42,95,73,71,80.05
92,50,50,75,57,34,50,55.68
66,79,36,30,91,65,47,59.27
59,31,59,64,72,92,43,60.16
66,42,85,71,90,35,40,63.0
93,85,53,53,74,46,59,68.03
59,46,86,56,71,49,90,67.11
59,74,71,56,78,65,65,71.02
87,82,39,66,89,55,63,67.73
66,66,93,56,62,66,66,65.96
75,43,92,63,59,34,78,66.83
75,70,54,37,58,42,58,61.43
83,85,90,63,90,78,85,85.39
53,73,89,50,77,73,50,64.49
99,51,57,64,55,32,45,57.9
76,52,49,46,61,40,90,58.62
70,73,43,86,71,63,67,65.69
85,61,41,52,82,86,60,68.52
87,66,71,37,61,35,82,64.61
95,75,37,45,98,58,64,74.62
80,68,58,60,71,36,42,59.91
56,63,55,73,89,59,47,64.78
93,30,64,41,86,32,63,56.36
83,67,52,59,79,50,78,67.32
67,58,92,53,71,42,92,73.82
73,49,50,60,87,54,52,59.74
62,71,79,80,82,72,42,72.61
62,86,84,71,88,82,67,75.03
74,37,51,41,94,89,71,66.43
54,88,83,73,65,68,54,67.86
88,40,61,51,94,53,82,67.77
78,65,78,46,64,38,82,67.55
93,57,44,33,87,80,51,66.53
95,30,54,62,59,58,47,58.28
82,81,81,54,92,48,82,76.37
73,32,55,85,77,66,61,63.07
59,42,49,44,99,34,59,59.57
74,52,45,70,76,71,57,62.5
90,63,44,48,59,84,74,66.75
59,55,48,45,79,90,92,68.72
88,34,91,59,87,58,53,68.59
65,37,79,38,91,83,86,69.21
77,54,89,51,59,92,89,75.0
61,84,82,62,61,63,50,65.45
93,57,82,64,56,83,73,71.96
81,37,43,77,66,85,68,66.15
78,48,79,37,71,38,72,63.81
94,42,80,73,69,74,58,71.45
99,55,64,86,88,62,84,77.98
76,68,49,68,81,44,86,67.84
75,80,51,85,58,48,90,69.86
52,35,88,67,59,76,84,64.7
75,42,66,70,73,37,94,62.42
88,81,67,75,98,35,76,78.43
50,65,50,45,66,92,47,65.59
84,46,53,86,77,76,85,71.86
76,94,85,80,74,62,82,78.45
95,72,36,67,55,73,79,72.52
53,42,91,36,69,91,87,70.99
68,92,38,44,75,35,49,60.22
71,84,39,76,64,68,70,75.73
55,43,72,86,91,39,71,61.95
58,70,42,66,55,52,57,53.91
60,72,92,54,79,50,78,73.21
71,92,74,76,64,94,73,73.53
96,70,58,85,74,34,55,61.62
58,38,65,38,97,80,52,68.74
78,49,93,57,66,53,93,71.58
92,50,55,41,97,77,87,71.54
59,54,48,73,81,86,74,64.8
83,59,41,71,90,43,70,65.6
80,54,37,76,66,64,90,62.67
71,59,60,45,63,55,84,61.86
95,60,62,49,69,70,63,72.29
53,65,78,73,93,86,92,77.35
51,70,53,57,87,49,67,62.73
54,90,47,33,99,77,84,68.48
95,58,93,73,59,87,49,71.63
64,63,87,89,95,62,67,79.5
68,48,35,47,57,38,77,56.73
87,34,73,46,63,73,41,59.99
64,49,72,63,92,89,58,63.18
95,58,43,39,79,92,88,72.9
57,32,55,59,86,53,66,58.88
69,54,35,61,69,76,75,64.09
61,84,42,58,71,83,82,67.11
53,85,56,42,94,45,43,62.0
87,58,60,80,93,82,69,70.82
92,70,62,38,77,59,82,69.64
88,31,51,81,70,72,47,66.45
85,35,91,35,89,62,68,67.65
64,88,55,49,72,70,86,67.29
50,94,62,52,73,36,45,63.05
80,60,52,88,96,70,79,71.96
58,75,67,33,86,55,51,61.05
72,89,63,40,68,75,74,76.59
75,75,65,62,68,51,78,65.65
89,48,46,49,79,46,86,59.77
93,30,88,53,94,73,83,76.88
88,47,93,77,99,71,81,81.87
67,36,80,31,76,63,55,60.28
82,61,53,40,61,81,69,64.88
90,88,67,69,65,79,56,73.49
88,94,88,49,91,81,54,85.58
63,41,64,62,73,31,61,53.75
50,74,40,31,58,92,84,62.11
62,53,54,68,64,86,80,67.37
64,83,88,48,58,34,55,60.38
86,33,67,42,77,32,79,61.23
54,53,63,42,84,77,85,68.27
63,52,87,34,92,55,74,67.88
63,78,93,63,66,50,41,69.84
95,50,87,67,60,76,79,71.48
54,51,88,77,72,66,54,62.98
60,66,87,81,87,80,50,73.79
81,59,83,89,68,68,52,72.02
54,60,69,57,58,36,52,55.5
85,62,60,38,67,70,57,68.1
64,56,57,32,70,40,58,51.33
56,87,71,52,85,59,68,72.34
54,30,61,70,77,91,91,67.82
79,93,82,87,75,77,72,87.51
64,55,82,78,80,58,79,67.14
79,78,57,40,96,82,92,75.93
63,73,72,84,89,57,73,70.21
73,72,84,57,96,43,83,70.48
73,78,84,79,71,35,66,70.85
84,81,64,76,83,32,52,67.51
54,61,85,44,92,94,91,74.34
61,84,83,63,91,84,77,76.21
69,47,77,50,91,73,77,77.24
95,88,76,87,91,44,48,70.01
54,58,52,69,83,62,83,62.94
85,61,84,38,85,76,48,67.71
70,83,64,47,59,31,60,61.28
97,60,53,44,81,61,77,66.16
88,72,89,85,90,83,77,90.43
52,70,79,69,71,42,78,66.1
78,37,76,71,63,75,52,66.68
74,72,77,64,66,56,85,67.76
76,80,35,73,69,43,42,64.82
85,37,79,39,77,41,51,56.35
71,38,38,87,88,59,44,60.37
87,75,51,78,75,45,47,66.02
84,62,71,36,63,69,43,57.45
50,87,40,52,56,62,67,58.52
52,60,74,69,96,45,89,66.37
73,77,83,85,64,49,72,74.76
57,40,78,62,62,76,61,63.99
97,62,84,42,66,65,50,67.95
88,90,75,30,97,58,59,73.31
67,44,91,87,92,72,71,78.83
90,58,65,46,63,45,74,61.28
52,56,72,51,89,56,54,64.93
67,49,56,83,93,59,76,69.04
65,65,55,52,62,48,49,59.28
81,43,56,73,77,36,41,59.8
50,66,85,56,98,56,46,64.18
75,78,79,32,59,45,72,65.84
97,65,69,74,68,56,78,69.11
61,87,94,50,71,33,79,65.5
87,44,63,48,76,53,94,68.3
70,68,58,84,84,58,79,67.89
90,34,51,60,59,55,60,57.56
62,74,70,89,97,94,60,74.42
61,30,79,79,78,32,40,57.96
62,76,84,89,83,92,83,80.42
67,63,94,47,87,58,43,62.72
68,37,57,86,73,41,51,57.19
68,83,44,64,95,42,40,62.74
55,89,87,67,64,71,70,71.96
97,66,63,84,69,42,43,67.93
56,75,71,56,75,50,87,71.15
56,47,61,82,96,81,54,68.89
77,39,54,64,79,38,52,65.93
77,53,46,60,75,36,68,59.43
68,76,72,62,55,44,62,68.29
65,66,92,49,77,60,74,70.59
66,72,40,54,71,92,83,63.99
71,54,88,84,68,70,64,75.79
68,47,60,49,90,75,62,55.05
97,80,58,42,88,47,91,69.62
78,75,80,52,75,93,66,81.62
97,88,36,57,70,37,88,66.51
68,68,38,89,73,46,84,66.78
96,67,64,49,55,82,41,63.87
84,84,36,50,66,84,59,66.5
96,34,91,67,96,65,40,71.02
74,34,66,85,82,58,64,62.04
97,79,40,88,96,63,85,80.62
69,71,92,32,98,76,45,74.18
86,48,35,51,82,86,79,68.02
68,63,76,72,83,56,56,70.17
91,82,57,83,79,34,73,68.63
62,50,88,63,89,60,66,66.16
96,74,63,39,99,31,80,71.7
61,89,91,79,82,66,68,79.08
98,82,87,46,80,93,53,79.48
64,48,42,48,88,41,90,61.93
53,64,89,89,77,39,66,65.93
64,43,77,34,89,83,46,62.85
66,41,58,34,68,62,77,59.49
76,78,88,63,55,36,55,63.93
60,32,47,76,75,55,86,57.9
72,56,46,62,89,53,77,68.96
64,54,39,44,80,52,57,60.11
80,44,53,76,94,62,45,66.35
75,56,52,87,76,32,50,62.01
56,44,49,31,98,36,69,51.41
62,59,46,85,67,74,63,66.45
62,88,80,65,76,64,58,75.32
69,74,45,51,86,41,72,61.24
83,82,39,35,95,58,66,68.7
59,74,53,56,97,84,42,63.65
99,90,36,71,95,86,93,86.9
86,40,70,67,66,82,54,68.28
76,80,43,58,70,49,76,66.52
83,68,93,88,94,38,63,77.24
85,53,42,45,69,57,80,60.27
65,35,65,86,83,71,61,65.23
70,62,81,64,62,69,84,71.33
65,51,64,70,78,67,62,64.44
66,89,90,71,69,64,40,69.57
64,49,48,35,68,32,56,49.92
62,40,93,63,97,68,76,67.28
82,64,57,72,56,51,77,58.73
54,64,41,70,78,48,87,58.18
76,94,55,63,86,38,74,71.51
50,78,42,80,86,74,47,69.47
93,75,38,54,70,39,62,59.6
79,34,42,57,75,40,88,60.16
72,68,75,67,57,81,78,69.53
64,80,45,75,94,79,82,77.18
85,50,58,71,58,46,84,69.34
68,67,43,42,64,73,92,67.74
79,65,51,42,98,52,94,69.38
65,43,52,68,55,62,78,58.1
67,62,55,87,57,80,55,63.49
75,52,65,64,95,68,91,73.82
66,67,43,32,61,64,49,54.32
60,76,79,83,80,43,52,67.46
94,93,68,65,98,62,61,75.89
78,76,51,89,80,39,44,61.61
58,30,55,82,68,64,59,57.0
98,71,57,80,60,87,49,72.29
66,54,78,58,69,48,61,69.55
76,86,70,51,89,67,69,74.56
86,81,68,36,64,74,73,68.37
71,36,44,34,65,40,51,50.01
57,36,64,80,86,41,63,55.13
52,85,70,72,82,94,89,80.21
87,68,66,67,59,36,94,67.12
84,87,61,39,79,35,59,64.8
81,52,90,30,95,63,66,68.47
57,39,35,37,81,59,40,53.87
93,65,51,51,67,38,79,65.62
76,32,78,80,92,89,69,71.73
81,42,43,87,99,35,49,61.66
85,77,52,51,75,66,89,73.26
83,32,56,87,95,64,72,68.56
74,92,64,44,65,85,47,71.85
80,44,45,68,78,84,94,69.04
91,31,90,59,96,53,67,69.55
96,90,94,47,80,79,63,78.92
62,88,76,35,62,44,73,61.73
64,46,76,83,58,51,48,54.01
99,40,73,41,67,46,73,65.15
62,34,49,82,93,68,70,66.53
82,52,82,68,85,74,65,74.0
80,92,70,75,83,70,73,74.72
74,33,46,31,98,75,88,64.64
97,58,81,35,59,69,63,72.82
89,46,87,85,92,82,84,79.79
72,64,60,51,66,42,86,66.39
87,77,83,73,60,60,83,70.9
52,77,40,33,67,77,82,63.98
65,82,69,83,71,55,77,70.68
51,94,79,44,79,30,70,66.73
72,30,36,66,62,63,42,49.29
83,36,57,79,98,67,57,66.51
79,59,38,62,91,86,67,73.39
96,67,72,59,58,82,86,70.77
59,59,77,88,61,86,53,66.89
50,83,37,70,87,80,71,69.12
71,45,76,47,66,64,55,60.46
96,45,43,69,91,67,93,75.48
82,56,53,43,62,31,94,54.23
74,51,36,72,66,67,88,66.36
71,44,89,80,79,34,90,73.95
65,75,53,72,75,40,69,65.27
79,30,35,49,86,39,58,56.74
67,57,87,65,82,43,68,67.34
73,62,41,83,67,30,43,59.8
54,44,44,77,82,77,40,61.07
86,86,84,78,74,71,54,75.6
72,87,39,50,98,35,94,64.83
91,49,74,66,69,81,82,80.98
76,33,41,57,68,40,61,54.79
61,39,88,46,62,72,66,56.01
59,36,72,64,80,30,59,55.6
83,86,86,47,64,37,88,66.76
82,35,44,55,85,35,89,64.48
65,84,58,69,63,60,88,68.06
78,60,40,59,60,73,53,54.79
67,93,78,32,62,37,92,66.64
76,65,76,61,99,66,42,75.07
56,42,73,74,94,82,84,76.24
85,90,41,44,88,30,59,65.21
76,39,89,86,61,37,77,62.03
59,53,64,34,72,40,77,59.17
59,63,82,55,73,71,80,70.34
60,79,61,61,85,36,56,65.65
79,30,67,78,70,85,72,70.87
52,34,37,78,83,67,93,70.37
78,56,92,69,76,73,59,68.32
63,36,73,87,76,61,43,60.99
62,30,38,75,96,82,48,59.12
68,61,94,53,95,30,50,64.7
74,46,71,74,66,56,40,62.94
59,47,39,86,70,62,72,61.6
64,78,72,50,96,38,61,68.22
77,42,65,72,66,52,76,60.64
89,51,74,38,77,64,54,66.81
98,55,79,55,71,84,86,76.69
87,34,56,52,86,63,53,60.74
56,38,75,55,63,55,56,60.56
63,91,42,58,76,78,50,64.45
79,31,66,73,74,48,77,64.55
89,79,50,88,57,68,68,71.71
61,80,48,41,73,32,86,58.24
77,31,82,50,58,83,64,60.14
99,70,79,33,82,59,62,73.78
63,93,70,66,65,45,76,64.27
50,73,40,35,61,82,62,59.04
53,81,49,48,85,30,51,60.42
98,66,45,77,74,82,55,65.78
67,85,60,66,95,81,88,75.26
85,52,55,34,80,49,71,60.66
81,68,51,84,64,87,41,69.92
77,89,61,58,92,68,67,74.75
77,85,65,48,71,53,59,61.12
87,65,48,81,89,68,94,79.21
81,30,86,37,64,84,41,57.7
57,33,67,36,76,42,54,50.65
74,70,36,42,75,85,84,67.67
96,82,57,57,85,54,89,76.13
69,60,72,87,72,75,89,69.06
82,62,88,59,67,46,86,68.52
79,34,71,71,67,53,71,59.09
86,72,60,63,55,43,92,64.45
65,40,36,48,78,45,45,51.69
74,61,70,83,64,43,76,67.61
87,30,61,44,89,54,55,62.57
91,72,47,34,56,80,83,68.61
59,35,38,34,98,32,46,52.57
54,40,58,42,62,50,66,56.33
57,70,85,86,56,67,52,67.25
82,56,58,69,91,78,66,71.4
86,90,45,87,64,72,52,69.13
50,42,74,88,80,77,51,62.32
80,64,51,81,63,65,74,72.0
56,54,73,67,90,89,49,63.21
96,65,57,67,68,43,82,69.24
72,50,73,41,58,67,89,69.42
73,84,70,71,78,33,49,65.07
63,65,70,79,76,31,90,64.62
72,57,77,30,86,60,88,71.24
58,56,39,62,91,82,79,70.05
57,41,91,50,60,76,88,72.76
57,55,64,33,66,32,43,49.73
52,74,41,30,81,31,70,54.31
81,35,80,64,89,76,92,74.82
53,37,89,71,96,87,68,72.39
98,46,36,53,83,50,55,61.27
87,67,74,81,94,63,94,74.56
51,70,93,50,62,85,85,70.13
58,44,88,66,56,65,89,71.6
95,57,64,47,59,79,83,74.97
50,54,76,73,99,45,78,70.08
98,64,63,32,55,68,82,69.8
60,66,80,58,99,86,48,71.18
78,56,49,31,64,72,45,57.15
75,34,91,78,84,59,72,71.59
76,88,45,53,91,41,68,61.88
87,86,41,35,72,42,58,61.38
78,90,53,55,85,54,46,61.27
82,89,64,63,98,64,50,73.87
77,93,91,70,57,46,62,75.69
80,61,72,85,61,60,70,66.29
68,45,41,75,89,93,53,62.61
97,73,88,52,74,66,70,75.25
75,90,70,77,94,30,81,73.11
99,63,48,68,60,71,82,72.88
78,50,58,72,77,86,41,71.32
60,48,39,71,78,55,65,62.34
90,81,45,63,97,32,92,73.59
81,71,82,67,95,43,72,73.0
70,68,73,71,72,65,48,64.53
87,74,61,49,59,47,75,61.19
83,42,60,58,84,87,56,66.61
89,72,50,61,95,34,86,71.28
71,74,84,49,80,59,56,67.99
97,33,91,37,56,35,82,69.64
76,30,43,53,59,54,53,54.13
57,89,42,36,75,44,70,60.71
89,79,65,55,76,51,51,66.21
95,76,48,47,87,57,42,66.47
80,46,94,67,56,75,72,70.67
50,64,42,76,93,72,71,67.23
88,37,72,86,82,30,89,66.81
83,85,77,70,93,87,72,78.49
96,89,63,84,80,35,77,70.93
73,84,66,41,62,80,62,70.01
77,36,54,79,95,81,72,68.34
99,94,79,53,66,63,56,72.22
53,54,87,37,78,86,81,70.06
67,53,56,38,97,61,89,67.16
78,94,56,38,71,36,52,59.38
72,76,93,48,93,87,71,78.96
86,37,35,83,98,91,56,69.03
76,74,67,80,68,77,55,73.27
65,58,75,45,99,35,78,63.21
94,60,71,63,87,63,78,73.77
76,86,65,30,59,90,68,73.76
58,36,73,76,91,69,40,60.6
